crawl 1[0.29 seconds used]: {'url': 'http://info.tibet.cn/newzt/yuanzang/yzcg/200505/t20050531_33920.htm', 'anchor_text': u'\u5bf9\u53e3\u652f\u63f4\u897f\u85cf\u7ecf\u6d4e\u5efa\u8bbe\u7684\u4e30\u7855\u6210\u679c', 'value': 3},  [116 urls left in queue]
crawl 405[1.80 seconds used]: {'url': 'https://www.linkedin.com/in/vinay-krishna-76739716?trk=pub-pbmap', 'anchor_text': 'Vinay Krishna', 'value': 0},  [7393 urls left in queue]
crawl 406[1.17 seconds used]: {'url': 'https://www.linkedin.com/in/bharathi-ramaiah-a1732415?trk=pub-pbmap', 'anchor_text': 'Bharathi Ramaiah', 'value': 0},  [7408 urls left in queue]
crawl 407[1.25 seconds used]: {'url': 'https://www.linkedin.com/in/shwetha-srinivas-2a323a33?trk=pub-pbmap', 'anchor_text': 'shwetha srinivas', 'value': 0},  [7417 urls left in queue]
crawl 408[1.34 seconds used]: {'url': 'https://www.linkedin.com/in/swapnaja-sahoo-44149b5b?trk=pub-pbmap', 'anchor_text': 'Swapnaja Sahoo', 'value': 0},  [7424 urls left in queue]
crawl 409[1.67 seconds used]: {'url': 'https://www.linkedin.com/topic/dream-tool?trk=pprofile_topic', 'anchor_text': 'Dream Tool', 'value': 0},  [7480 urls left in queue]
crawl 410[1.67 seconds used]: {'url': 'https://www.linkedin.com/pulse/5-recruitment-habits-successful-leaders-samer-makki?articleId=6955749005411030620#comments-6955749005411030620&trk=sushi_topic_posts_guest', 'anchor_text': '5 Recruitment habits of the successful leaders', 'value': 0},  [7501 urls left in queue]
crawl 411[2.76 seconds used]: {'url': 'https://linkedin.com/help/linkedin/answer/34593?trk=pulse-web-article-load', 'anchor_text': 'Community Guidelines', 'value': 0},  [7500 urls left in queue]
crawl 412[1.56 seconds used]: {'url': 'https://www.linkedin.com/in/samermakki?trk=pulse-det-athr_prof-art_ftr', 'anchor_text': 'Samer Makki', 'value': 0},  [7561 urls left in queue]
crawl 413[1.60 seconds used]: {'url': 'https://www.linkedin.com/in/johnnolan1?trk=pub-pbmap', 'anchor_text': 'John Nolan', 'value': 0},  [7603 urls left in queue]
crawl 414[1.33 seconds used]: {'url': 'https://www.linkedin.com/pub/dir/John/Nolan?trk=prof-samename-searchmore', 'anchor_text': 'More professionals named John Nolan', 'value': 0},  [7627 urls left in queue]
crawl 415[1.21 seconds used]: {'url': 'https://www.linkedin.com/in/john-nolan-20255013', 'anchor_text': 'Public Profile', 'value': 0},  [7650 urls left in queue]
crawl 416[1.31 seconds used]: {'url': 'https://www.linkedin.com/in/dawnfenton?trk=pub-pbmap', 'anchor_text': 'Dawn Fenton', 'value': 0},  [7667 urls left in queue]
crawl 417[1.22 seconds used]: {'url': 'https://www.linkedin.com/in/runa-macleod-706b085?trk=pub-pbmap', 'anchor_text': 'Runa Macleod', 'value': 0},  [7695 urls left in queue]
crawl 418[1.41 seconds used]: {'url': 'https://www.linkedin.com/in/emma-shaw-84370926?trk=pub-pbmap', 'anchor_text': 'Emma Shaw', 'value': 0},  [7724 urls left in queue]
crawl 419[1.49 seconds used]: {'url': 'https://www.linkedin.com/in/robwatts83?trk=pub-pbmap', 'anchor_text': 'Robert Watts', 'value': 0},  [7754 urls left in queue]
crawl 420[1.37 seconds used]: {'url': 'https://www.linkedin.com/pub/dir/Robert/Watts?trk=prof-samename-searchmore', 'anchor_text': 'More professionals named Robert Watts', 'value': 0},  [7778 urls left in queue]
crawl 421[1.33 seconds used]: {'url': 'https://www.linkedin.com/in/robert-watts-0361474', 'anchor_text': 'Public Profile', 'value': 0},  [7817 urls left in queue]
crawl 422[1.37 seconds used]: {'url': 'https://www.linkedin.com/in/davidfalkingham?trk=pub-pbmap', 'anchor_text': 'David Falkingham', 'value': 0},  [7838 urls left in queue]
crawl 423[1.03 seconds used]: {'url': 'https://www.linkedin.com/pub/dir/David/Falkingham?trk=prof-samename-searchmore', 'anchor_text': 'More professionals named David Falkingham', 'value': 0},  [7843 urls left in queue]
crawl 424[1.02 seconds used]: {'url': 'https://www.linkedin.com/in/david-falkingham-2854b388', 'anchor_text': 'Public Profile', 'value': 0},  [7849 urls left in queue]
crawl 425[1.25 seconds used]: {'url': 'https://www.linkedin.com/in/sandra-mulroney-b4730137?trk=pub-pbmap', 'anchor_text': 'Sandra Mulroney', 'value': 0},  [7859 urls left in queue]
crawl 426[1.16 seconds used]: {'url': 'https://www.linkedin.com/in/wayne-sandbach-83369862?trk=pub-pbmap', 'anchor_text': 'Wayne Sandbach', 'value': 0},  [7865 urls left in queue]
crawl 427[1.13 seconds used]: {'url': 'https://www.linkedin.com/in/ghazaleh-saberioon-5344a5100?trk=pub-pbmap', 'anchor_text': 'Ghazaleh Saberioon', 'value': 0},  [7880 urls left in queue]
crawl 428[1.29 seconds used]: {'url': 'https://www.linkedin.com/in/pedram-ghavimi-01429226?trk=pub-pbmap', 'anchor_text': 'Pedram Ghavimi', 'value': 0},  [7890 urls left in queue]
crawl 429[1.18 seconds used]: {'url': 'https://www.linkedin.com/in/software-company-403749116?trk=pub-pbmap', 'anchor_text': 'Software Company', 'value': 0},  [7900 urls left in queue]
crawl 430[1.05 seconds used]: {'url': 'https://www.linkedin.com/in/devwrat-lad-a56651b5?trk=pub-pbmap', 'anchor_text': 'Devwrat Lad', 'value': 0},  [7912 urls left in queue]
crawl 431[1.08 seconds used]: {'url': 'https://www.linkedin.com/in/arvish-dhulesiya-9053355b?trk=pub-pbmap', 'anchor_text': 'Arvish Dhulesiya', 'value': 0},  [7925 urls left in queue]
crawl 432[1.31 seconds used]: {'url': 'https://www.linkedin.com/in/dhaval-mehta-2aa2451a?trk=pub-pbmap', 'anchor_text': 'Dhaval Mehta', 'value': 0},  [7988 urls left in queue]
crawl 433[1.16 seconds used]: {'url': 'https://www.linkedin.com/in/pratik-shah-csm%C2%AE-prince2-6005288?trk=pub-pbmap', 'anchor_text': u'Pratik Shah CSM\xae, Prince2', 'value': 0},  [8026 urls left in queue]
crawl 434[1.38 seconds used]: {'url': 'https://www.linkedin.com/in/mrs-rama-k-safe-agilist-pmi-acp-pmp%C2%AE-ssgb-cste-6163628?trk=pub-pbmap', 'anchor_text': u'Mrs. Rama K - SAFe Agilist, PMI-ACP,PMP\xae,SSGB,CSTE', 'value': 0},  [8070 urls left in queue]
crawl 435[1.52 seconds used]: {'url': 'https://www.linkedin.com/in/soumyashreehv?trk=pub-pbmap', 'anchor_text': 'Soumya Shree', 'value': 0},  [8110 urls left in queue]
crawl 436[1.12 seconds used]: {'url': 'https://www.linkedin.com/in/neha-yamaha-25497116?trk=pub-pbmap', 'anchor_text': 'Neha Yamaha', 'value': 0},  [8124 urls left in queue]
crawl 437[1.66 seconds used]: {'url': 'https://www.linkedin.com/in/aditisenshivraj?trk=pub-pbmap', 'anchor_text': 'Aditi Sen', 'value': 0},  [8146 urls left in queue]
crawl 438[1.32 seconds used]: {'url': 'https://www.linkedin.com/pub/dir/Aditi/Sen?trk=prof-samename-searchmore', 'anchor_text': 'More professionals named Aditi Sen', 'value': 0},  [8170 urls left in queue]
crawl 439[1.03 seconds used]: {'url': 'https://www.linkedin.com/in/aditi-sen-chaudhuri-1322661a', 'anchor_text': 'Public Profile', 'value': 0},  [8182 urls left in queue]
crawl 440[1.04 seconds used]: {'url': 'https://www.linkedin.com/in/dr-subarna-roy-2b000b25?trk=pub-pbmap', 'anchor_text': 'Dr Subarna Roy', 'value': 0},  [8203 urls left in queue]
crawl 441[1.43 seconds used]: {'url': 'https://www.linkedin.com/in/rammesh-patiil-15a6917?trk=pub-pbmap', 'anchor_text': 'Rammesh Patiil', 'value': 0},  [8236 urls left in queue]
crawl 442[1.56 seconds used]: {'url': 'https://www.linkedin.com/in/rajiv-lochan-04658413?trk=pub-pbmap', 'anchor_text': 'Rajiv Lochan', 'value': 0},  [8295 urls left in queue]
crawl 443[1.28 seconds used]: {'url': 'https://www.linkedin.com/in/harish-rao-6aa5727?trk=pub-pbmap', 'anchor_text': 'Harish Rao', 'value': 0},  [8306 urls left in queue]
crawl 444[1.65 seconds used]: {'url': 'https://www.linkedin.com/pub/dir/Harish/Rao?trk=prof-samename-searchmore', 'anchor_text': 'More professionals named Harish Rao', 'value': 0},  [8330 urls left in queue]
crawl 445[1.26 seconds used]: {'url': 'https://www.linkedin.com/in/harish-rao-3823592', 'anchor_text': 'Public Profile', 'value': 0},  [8330 urls left in queue]
crawl 446[0.86 seconds used]: {'url': 'https://www.linkedin.com/start/view-full-profile?_ed=0_bpg7MeSfv2ISRjzNPwaYjZY7nHMgyNGziyk-tzYFqmYshSiX1R4V9CKlH7QCqWhk&trk=pprof-0-ts-view_full-0', 'anchor_text': "View Harish's Full Profile", 'value': 0},  [8333 urls left in queue]
crawl 447[0.70 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fprofile%2Fview%3Fid%3DACgAAABoV9IBGYSzRQkWhX-rO_mfVsJ8E9ZQ6XY%26authType%3Dname%26authToken%3D44oK&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [8332 urls left in queue]
crawl 448[1.02 seconds used]: {'url': 'https://www.linkedin.com/legal/cookie-policy?trk=uno-reg-join-pprofile-cookie-policy', 'anchor_text': 'Cookie Policy', 'value': 0},  [8331 urls left in queue]
crawl 449[1.40 seconds used]: {'url': 'https://www.linkedin.com/legal/privacy-policy?trk=uno-reg-join-pprofile-privacy-policy', 'anchor_text': 'Privacy Policy', 'value': 0},  [8330 urls left in queue]
crawl 450[1.16 seconds used]: {'url': 'https://www.linkedin.com/legal/user-agreement?trk=uno-reg-join-pprofile-user-agreement', 'anchor_text': 'User Agreement', 'value': 0},  [8329 urls left in queue]
crawl 451[1.21 seconds used]: {'url': 'https://www.linkedin.com/in/harishrrao', 'anchor_text': 'Public Profile', 'value': 0},  [8352 urls left in queue]
crawl 452[1.44 seconds used]: {'url': 'https://www.linkedin.com/in/vicsingh?trk=pub-pbmap', 'anchor_text': 'Vic Singh', 'value': 0},  [8394 urls left in queue]
crawl 453[1.35 seconds used]: {'url': 'https://www.linkedin.com/in/jdrive?trk=pub-pbmap', 'anchor_text': 'James D. Robinson', 'value': 0},  [8454 urls left in queue]
crawl 454[1.44 seconds used]: {'url': 'https://www.linkedin.com/in/itsjasonblack?trk=pub-pbmap', 'anchor_text': 'Jason Black', 'value': 0},  [8490 urls left in queue]
crawl 455[1.49 seconds used]: {'url': 'https://www.linkedin.com/in/jessica-forsythe-334b5932?trk=pub-pbmap', 'anchor_text': 'Jessica Forsythe', 'value': 0},  [8518 urls left in queue]
crawl 456[1.15 seconds used]: {'url': 'https://www.linkedin.com/in/jay-hass-1a90622b?trk=pub-pbmap', 'anchor_text': 'Jay Hass', 'value': 0},  [8525 urls left in queue]
crawl 457[1.03 seconds used]: {'url': 'https://www.linkedin.com/in/jay-hass-b41741ba?trk=prof-samename-name', 'anchor_text': 'Jay Hass', 'value': 0},  [8532 urls left in queue]
crawl 458[1.49 seconds used]: {'url': 'https://www.linkedin.com/in/jorge-m-sanchez-49b63859?trk=pub-pbmap', 'anchor_text': 'Jorge M. Sanchez', 'value': 0},  [8552 urls left in queue]
crawl 459[1.51 seconds used]: {'url': 'https://www.linkedin.com/in/mrpaulperry?trk=pub-pbmap', 'anchor_text': 'Paul Perry', 'value': 0},  [8588 urls left in queue]
crawl 460[1.28 seconds used]: {'url': 'https://www.linkedin.com/in/greg-branham-85b87126?trk=pub-pbmap', 'anchor_text': 'Greg Branham', 'value': 0},  [8608 urls left in queue]
crawl 461[1.60 seconds used]: {'url': 'https://www.linkedin.com/in/rodericklm?trk=pub-pbmap', 'anchor_text': 'Roderick Meadows, MCSE, CCEA, CISSP, ITILF', 'value': 0},  [8662 urls left in queue]
crawl 462[1.18 seconds used]: {'url': 'https://www.linkedin.com/in/andrew-ashley-ab27b7?trk=pub-pbmap', 'anchor_text': 'Andrew Ashley', 'value': 0},  [8679 urls left in queue]
crawl 463[1.27 seconds used]: {'url': 'https://www.linkedin.com/in/sagiv-goren-a381a42?trk=pub-pbmap', 'anchor_text': 'Sagiv Goren', 'value': 0},  [8707 urls left in queue]
crawl 464[1.35 seconds used]: {'url': 'https://www.linkedin.com/in/codeusa?trk=pub-pbmap', 'anchor_text': 'Andrew Sampson', 'value': 0},  [8734 urls left in queue]
crawl 465[1.26 seconds used]: {'url': 'https://www.linkedin.com/in/alexgeis?trk=pub-pbmap', 'anchor_text': 'Alex Geis', 'value': 0},  [8779 urls left in queue]
crawl 466[1.16 seconds used]: {'url': 'https://www.linkedin.com/in/bantens?trk=pub-pbmap', 'anchor_text': 'Jasme Bantens', 'value': 0},  [8796 urls left in queue]
crawl 467[1.54 seconds used]: {'url': 'https://www.linkedin.com/in/micah-murray-4236516?trk=pub-pbmap', 'anchor_text': 'Micah Murray', 'value': 0},  [8832 urls left in queue]
crawl 468[1.22 seconds used]: {'url': 'https://www.linkedin.com/in/trevor-sponseller-ab851611?trk=pub-pbmap', 'anchor_text': 'Trevor Sponseller', 'value': 0},  [8862 urls left in queue]
crawl 469[1.42 seconds used]: {'url': 'https://www.linkedin.com/in/fred-russ-moretti-52aa493b?trk=pub-pbmap', 'anchor_text': 'Fred Russ Moretti', 'value': 0},  [8874 urls left in queue]
crawl 470[1.70 seconds used]: {'url': 'https://www.linkedin.com/in/ann-marie-miller-4155a85?trk=pub-pbmap', 'anchor_text': 'Ann Marie Miller', 'value': 0},  [8899 urls left in queue]
crawl 471[1.21 seconds used]: {'url': 'https://www.linkedin.com/in/danielapitut?trk=pub-pbmap', 'anchor_text': 'Daniela Georgeta Pitut', 'value': 0},  [8921 urls left in queue]
crawl 472[1.20 seconds used]: {'url': 'https://www.linkedin.com/in/michelle-nagelberg-40905a50?trk=pub-pbmap', 'anchor_text': 'Michelle Nagelberg', 'value': 0},  [8947 urls left in queue]
crawl 473[1.15 seconds used]: {'url': 'https://www.linkedin.com/in/perri-goldstein-7759a05b?trk=pub-pbmap', 'anchor_text': 'Perri Goldstein', 'value': 0},  [8955 urls left in queue]
crawl 474[1.00 seconds used]: {'url': 'https://www.linkedin.com/pub/dir/Perri/Goldstein?trk=prof-samename-searchmore', 'anchor_text': 'More professionals named Perri Goldstein', 'value': 0},  [8956 urls left in queue]
crawl 475[1.23 seconds used]: {'url': 'https://www.linkedin.com/in/perri-goldstein-7759a05b', 'anchor_text': 'Public Profile', 'value': 0},  [8955 urls left in queue]
crawl 476[1.26 seconds used]: {'url': 'https://www.linkedin.com/in/perri-goldstein-80610bb5', 'anchor_text': 'Public Profile', 'value': 0},  [8981 urls left in queue]
crawl 477[1.45 seconds used]: {'url': 'https://www.linkedin.com/in/jakepapell?trk=pub-pbmap', 'anchor_text': 'Jake Papell', 'value': 0},  [8993 urls left in queue]
crawl 478[1.28 seconds used]: {'url': 'https://www.linkedin.com/in/yue-leng-3519376a?trk=pub-pbmap', 'anchor_text': 'Yue Leng', 'value': 0},  [9038 urls left in queue]
crawl 479[1.29 seconds used]: {'url': 'https://www.linkedin.com/in/lin-hong-69bb86102?trk=pub-pbmap', 'anchor_text': 'Lin Hong', 'value': 0},  [9067 urls left in queue]
crawl 480[1.85 seconds used]: {'url': 'https://www.linkedin.com/in/qi-chen-11106426?trk=pub-pbmap', 'anchor_text': 'Qi Chen', 'value': 0},  [9103 urls left in queue]
crawl 481[1.40 seconds used]: {'url': 'https://www.linkedin.com/in/lingpeng-xiao-337b83102?trk=pub-pbmap', 'anchor_text': 'Lingpeng Xiao', 'value': 0},  [9121 urls left in queue]
crawl 482[1.21 seconds used]: {'url': 'https://www.linkedin.com/in/cephas-yung-b801b7113?trk=pub-pbmap', 'anchor_text': 'Cephas Yung', 'value': 0},  [9126 urls left in queue]
crawl 483[1.38 seconds used]: {'url': 'https://www.linkedin.com/in/roy-chiu-bb87a599?trk=pub-pbmap', 'anchor_text': 'Roy Chiu', 'value': 0},  [9150 urls left in queue]
crawl 484[1.22 seconds used]: {'url': 'https://www.linkedin.com/in/sebastianschambeck?trk=pub-pbmap', 'anchor_text': 'Sebastian Schambeck', 'value': 0},  [9165 urls left in queue]
crawl 485[1.26 seconds used]: {'url': 'https://www.linkedin.com/in/tamara-vogl-95468477?trk=pub-pbmap', 'anchor_text': 'Tamara Vogl', 'value': 0},  [9187 urls left in queue]
crawl 486[1.34 seconds used]: {'url': 'https://www.linkedin.com/in/christian-bauer-186a08b4?trk=pub-pbmap', 'anchor_text': 'Christian Bauer', 'value': 0},  [9199 urls left in queue]
crawl 487[1.01 seconds used]: {'url': 'https://www.linkedin.com/in/christina-langosch-637681111?trk=pub-pbmap', 'anchor_text': 'Christina Langosch', 'value': 0},  [9204 urls left in queue]
crawl 488[1.13 seconds used]: {'url': 'https://www.linkedin.com/in/bernd-eichenhofer-ab35b421?trk=pub-pbmap', 'anchor_text': 'Bernd Eichenhofer', 'value': 0},  [9220 urls left in queue]
crawl 489[1.13 seconds used]: {'url': 'https://www.linkedin.com/in/ulli-scuhr-45b71aaa?trk=pub-pbmap', 'anchor_text': 'Ulli Scuhr', 'value': 0},  [9232 urls left in queue]
crawl 490[1.52 seconds used]: {'url': 'https://www.linkedin.com/in/les-masters-6922ba94?trk=pub-pbmap', 'anchor_text': 'Les Masters', 'value': 0},  [9266 urls left in queue]
crawl 491[1.18 seconds used]: {'url': 'https://www.linkedin.com/in/paul-merryweather-b18105a3?trk=pub-pbmap', 'anchor_text': 'Paul Merryweather', 'value': 0},  [9285 urls left in queue]
crawl 492[1.28 seconds used]: {'url': 'https://www.linkedin.com/in/martin-lally-91a302b6?trk=pub-pbmap', 'anchor_text': 'Martin Lally', 'value': 0},  [9311 urls left in queue]
crawl 493[1.23 seconds used]: {'url': 'https://www.linkedin.com/in/nigel-atherton-11981317?trk=pub-pbmap', 'anchor_text': 'Nigel Atherton', 'value': 0},  [9335 urls left in queue]
crawl 494[1.32 seconds used]: {'url': 'https://www.linkedin.com/in/hannah-marshall-2170a781?trk=pub-pbmap', 'anchor_text': 'Hannah Marshall', 'value': 0},  [9352 urls left in queue]
crawl 495[1.24 seconds used]: {'url': 'https://www.linkedin.com/in/ana-rigby-28112237?trk=pub-pbmap', 'anchor_text': 'Ana Rigby', 'value': 0},  [9369 urls left in queue]
crawl 496[1.16 seconds used]: {'url': 'https://www.linkedin.com/in/gemma-archbold-91749b66?trk=pub-pbmap', 'anchor_text': 'Gemma Archbold', 'value': 0},  [9372 urls left in queue]
crawl 497[1.98 seconds used]: {'url': 'https://www.linkedin.com/topic/grocery?trk=pprofile_topic', 'anchor_text': 'Grocery', 'value': 0},  [9534 urls left in queue]
crawl 498[2.22 seconds used]: {'url': 'https://www.linkedin.com/topic/wal-mart?trk=sushi_topic_insights_name', 'anchor_text': 'Wal-Mart', 'value': 0},  [9642 urls left in queue]
crawl 499[0.65 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F3977033&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [9641 urls left in queue]
crawl 500[0.77 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fgroups%2F4376940&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [9640 urls left in queue]
